Entity,Code,Year,Wind per capita (kWh)
Trinidad and Tobago,TTO,2014,0
Trinidad and Tobago,TTO,2015,0
Trinidad and Tobago,TTO,2016,0
Trinidad and Tobago,TTO,2017,0
Trinidad and Tobago,TTO,2018,0
Trinidad and Tobago,TTO,2019,0
Turkey,TUR,1965,0
Turkey,TUR,1966,0
Turkey,TUR,1967,0
Turkey,TUR,1968,0
Turkey,TUR,1969,0
Turkey,TUR,1970,0
Turkey,TUR,1971,0
Turkey,TUR,1972,0
Turkey,TUR,1973,0
Turkey,TUR,1974,0
Turkey,TUR,1975,0
Turkey,TUR,1976,0
Turkey,TUR,1977,0
Turkey,TUR,1978,0
Turkey,TUR,1979,0
Turkey,TUR,1980,0
Turkey,TUR,1981,0
Turkey,TUR,1982,0
Turkey,TUR,1983,0
Turkey,TUR,1984,0
Turkey,TUR,1985,0
Turkey,TUR,1986,0
Turkey,TUR,1987,0
Turkey,TUR,1988,0
Turkey,TUR,1989,0
Turkey,TUR,1990,0
Turkey,TUR,1991,0
Turkey,TUR,1992,0
Turkey,TUR,1993,0
Turkey,TUR,1994,0
Turkey,TUR,1995,0
Turkey,TUR,1996,0
Turkey,TUR,1997,0
Turkey,TUR,1998,0.249
Turkey,TUR,1999,0.914
Turkey,TUR,2000,1.467
Turkey,TUR,2001,2.683
Turkey,TUR,2002,2.02
Turkey,TUR,2003,2.531
Turkey,TUR,2004,2.331
Turkey,TUR,2005,2.337
Turkey,TUR,2006,5.073
Turkey,TUR,2007,13.403
Turkey,TUR,2008,31.732
Turkey,TUR,2009,55.005
Turkey,TUR,2010,105.136
Turkey,TUR,2011,166.685
Turkey,TUR,2012,202.219
Turkey,TUR,2013,254.842
Turkey,TUR,2014,280.76
Turkey,TUR,2015,375.377
Turkey,TUR,2016,488.83
Turkey,TUR,2017,551.797
Turkey,TUR,2018,602.154
Turkey,TUR,2019,644.179
Turkmenistan,TKM,1985,0
Turkmenistan,TKM,1986,0
Turkmenistan,TKM,1987,0
Turkmenistan,TKM,1988,0
Turkmenistan,TKM,1989,0
Turkmenistan,TKM,1990,0
Turkmenistan,TKM,1991,0
Turkmenistan,TKM,1992,0
Turkmenistan,TKM,1993,0
Turkmenistan,TKM,1994,0
Turkmenistan,TKM,1995,0
Turkmenistan,TKM,1996,0
Turkmenistan,TKM,1997,0
Turkmenistan,TKM,1998,0
Turkmenistan,TKM,1999,0
Turkmenistan,TKM,2000,0
Turkmenistan,TKM,2001,0
Turkmenistan,TKM,2002,0
Turkmenistan,TKM,2003,0
Turkmenistan,TKM,2004,0
Turkmenistan,TKM,2005,0
Turkmenistan,TKM,2006,0
Turkmenistan,TKM,2007,0
Turkmenistan,TKM,2008,0
Turkmenistan,TKM,2009,0
Turkmenistan,TKM,2010,0
Turkmenistan,TKM,2011,0
Turkmenistan,TKM,2012,0
Turkmenistan,TKM,2013,0
Turkmenistan,TKM,2014,0
Turkmenistan,TKM,2015,0
Turkmenistan,TKM,2016,0
Turkmenistan,TKM,2017,0
Turkmenistan,TKM,2018,0
Turkmenistan,TKM,2019,0
Ukraine,UKR,1985,0
Ukraine,UKR,1986,0
Ukraine,UKR,1987,0
Ukraine,UKR,1988,0
Ukraine,UKR,1989,0
Ukraine,UKR,1990,0
Ukraine,UKR,1991,0
Ukraine,UKR,1992,0
Ukraine,UKR,1993,0
Ukraine,UKR,1994,0
Ukraine,UKR,1995,0
Ukraine,UKR,1996,0
Ukraine,UKR,1997,0
Ukraine,UKR,1998,0.168
Ukraine,UKR,1999,0.169
Ukraine,UKR,2000,0.341
Ukraine,UKR,2001,0.912
Ukraine,UKR,2002,1.257
Ukraine,UKR,2003,1.775
Ukraine,UKR,2004,1.892
Ukraine,UKR,2005,2.18
Ukraine,UKR,2006,2.007
Ukraine,UKR,2007,2.578
Ukraine,UKR,2008,2.573
Ukraine,UKR,2009,2.454
Ukraine,UKR,2010,2.847
Ukraine,UKR,2011,5.084
Ukraine,UKR,2012,16.332
Ukraine,UKR,2013,36.102
Ukraine,UKR,2014,63.758
Ukraine,UKR,2015,61.068
Ukraine,UKR,2016,53.643
Ukraine,UKR,2017,55.262
Ukraine,UKR,2018,66.755
Ukraine,UKR,2019,106.102
United Arab Emirates,ARE,1965,0
United Arab Emirates,ARE,1966,0
United Arab Emirates,ARE,1967,0
United Arab Emirates,ARE,1968,0
United Arab Emirates,ARE,1969,0
United Arab Emirates,ARE,1970,0
United Arab Emirates,ARE,1971,0
United Arab Emirates,ARE,1972,0
United Arab Emirates,ARE,1973,0
United Arab Emirates,ARE,1974,0
United Arab Emirates,ARE,1975,0
United Arab Emirates,ARE,1976,0
United Arab Emirates,ARE,1977,0
United Arab Emirates,ARE,1978,0
United Arab Emirates,ARE,1979,0
United Arab Emirates,ARE,1980,0
United Arab Emirates,ARE,1981,0
United Arab Emirates,ARE,1982,0
United Arab Emirates,ARE,1983,0
United Arab Emirates,ARE,1984,0
United Arab Emirates,ARE,1985,0
United Arab Emirates,ARE,1986,0
United Arab Emirates,ARE,1987,0
United Arab Emirates,ARE,1988,0
United Arab Emirates,ARE,1989,0
United Arab Emirates,ARE,1990,0
United Arab Emirates,ARE,1991,0
United Arab Emirates,ARE,1992,0
United Arab Emirates,ARE,1993,0
United Arab Emirates,ARE,1994,0
United Arab Emirates,ARE,1995,0
United Arab Emirates,ARE,1996,0
United Arab Emirates,ARE,1997,0
United Arab Emirates,ARE,1998,0
United Arab Emirates,ARE,1999,0
United Arab Emirates,ARE,2000,0
United Arab Emirates,ARE,2001,0
United Arab Emirates,ARE,2002,0
United Arab Emirates,ARE,2003,0
United Arab Emirates,ARE,2004,0
United Arab Emirates,ARE,2005,0
United Arab Emirates,ARE,2006,0
United Arab Emirates,ARE,2007,0
United Arab Emirates,ARE,2008,0
United Arab Emirates,ARE,2009,0
United Arab Emirates,ARE,2010,0
United Arab Emirates,ARE,2011,0
United Arab Emirates,ARE,2012,0
United Arab Emirates,ARE,2013,0.414
United Arab Emirates,ARE,2014,0.823
United Arab Emirates,ARE,2015,0.813
United Arab Emirates,ARE,2016,0.4
United Arab Emirates,ARE,2017,0.392
United Arab Emirates,ARE,2018,0.384
United Arab Emirates,ARE,2019,0.377
United Kingdom,GBR,1965,0
United Kingdom,GBR,1966,0
United Kingdom,GBR,1967,0
United Kingdom,GBR,1968,0
United Kingdom,GBR,1969,0
United Kingdom,GBR,1970,0
United Kingdom,GBR,1971,0
United Kingdom,GBR,1972,0
United Kingdom,GBR,1973,0
United Kingdom,GBR,1974,0
United Kingdom,GBR,1975,0
United Kingdom,GBR,1976,0
United Kingdom,GBR,1977,0
United Kingdom,GBR,1978,0
United Kingdom,GBR,1979,0
United Kingdom,GBR,1980,0
United Kingdom,GBR,1981,0
United Kingdom,GBR,1982,0
United Kingdom,GBR,1983,0
United Kingdom,GBR,1984,0
United Kingdom,GBR,1985,0
United Kingdom,GBR,1986,0
United Kingdom,GBR,1987,0
United Kingdom,GBR,1988,0
United Kingdom,GBR,1989,0.439
United Kingdom,GBR,1990,0.438
United Kingdom,GBR,1991,0.436
United Kingdom,GBR,1992,1.596
United Kingdom,GBR,1993,10.465
United Kingdom,GBR,1994,16.543
United Kingdom,GBR,1995,18.796
United Kingdom,GBR,1996,23.326
United Kingdom,GBR,1997,31.776
United Kingdom,GBR,1998,41.636
United Kingdom,GBR,1999,40.212
United Kingdom,GBR,2000,44.597
United Kingdom,GBR,2001,45.043
United Kingdom,GBR,2002,58.189
United Kingdom,GBR,2003,58.914
United Kingdom,GBR,2004,87.667
United Kingdom,GBR,2005,129.925
United Kingdom,GBR,2006,186.164
United Kingdom,GBR,2007,227.949
United Kingdom,GBR,2008,301.472
United Kingdom,GBR,2009,387.532
United Kingdom,GBR,2010,422.604
United Kingdom,GBR,2011,646.145
United Kingdom,GBR,2012,792.273
United Kingdom,GBR,2013,1118.792
United Kingdom,GBR,2014,1243.194
United Kingdom,GBR,2015,1547.002
United Kingdom,GBR,2016,1409.35
United Kingdom,GBR,2017,1859.558
United Kingdom,GBR,2018,2106.403
United Kingdom,GBR,2019,2351.701
United States,USA,1965,0
United States,USA,1966,0
United States,USA,1967,0
United States,USA,1968,0
United States,USA,1969,0
United States,USA,1970,0
United States,USA,1971,0
United States,USA,1972,0
United States,USA,1973,0
United States,USA,1974,0
United States,USA,1975,0
United States,USA,1976,0
United States,USA,1977,0
United States,USA,1978,0
United States,USA,1979,0
United States,USA,1980,0
United States,USA,1981,0
United States,USA,1982,0
United States,USA,1983,0.032
United States,USA,1984,0.076
United States,USA,1985,0.067
United States,USA,1986,0.048
United States,USA,1987,0.041
United States,USA,1988,0.01
United States,USA,1989,23.73
United States,USA,1990,31.034
United States,USA,1991,32.529
United States,USA,1992,31.526
United States,USA,1993,32.496
United States,USA,1994,36.882
United States,USA,1995,33.483
United States,USA,1996,33.817
United States,USA,1997,33.954
United States,USA,1998,30.852
United States,USA,1999,45.208
United States,USA,2000,55.709
United States,USA,2001,65.989
United States,USA,2002,99.825
United States,USA,2003,106.228
United States,USA,2004,132.284
United States,USA,2005,164.044
United States,USA,2006,241.099
United States,USA,2007,307.484
United States,USA,2008,486.418
United States,USA,2009,639.21
United States,USA,2010,806.721
United States,USA,2011,1009.613
United States,USA,2012,1166.673
United States,USA,2013,1371.838
United States,USA,2014,1465.347
United States,USA,2015,1518.79
United States,USA,2016,1785.069
United States,USA,2017,1975.419
United States,USA,2018,2092.608
United States,USA,2019,2280.847
Uzbekistan,UZB,1985,0
Uzbekistan,UZB,1986,0
Uzbekistan,UZB,1987,0
Uzbekistan,UZB,1988,0
Uzbekistan,UZB,1989,0
Uzbekistan,UZB,1990,0
Uzbekistan,UZB,1991,0
Uzbekistan,UZB,1992,0
Uzbekistan,UZB,1993,0
Uzbekistan,UZB,1994,0
Uzbekistan,UZB,1995,0
Uzbekistan,UZB,1996,0
Uzbekistan,UZB,1997,0
Uzbekistan,UZB,1998,0
Uzbekistan,UZB,1999,0
Uzbekistan,UZB,2000,0
Uzbekistan,UZB,2001,0
Uzbekistan,UZB,2002,0
Uzbekistan,UZB,2003,0
Uzbekistan,UZB,2004,0
Uzbekistan,UZB,2005,0
Uzbekistan,UZB,2006,0
Uzbekistan,UZB,2007,0
Uzbekistan,UZB,2008,0
Uzbekistan,UZB,2009,0
Uzbekistan,UZB,2010,0
Uzbekistan,UZB,2011,0
Uzbekistan,UZB,2012,0
Uzbekistan,UZB,2013,0
Uzbekistan,UZB,2014,0
Uzbekistan,UZB,2015,0
Uzbekistan,UZB,2016,0
Uzbekistan,UZB,2017,0
Uzbekistan,UZB,2018,0
Uzbekistan,UZB,2019,0
Venezuela,VEN,1965,0
Venezuela,VEN,1966,0
Venezuela,VEN,1967,0
Venezuela,VEN,1968,0
Venezuela,VEN,1969,0
Venezuela,VEN,1970,0
Venezuela,VEN,1971,0
Venezuela,VEN,1972,0
Venezuela,VEN,1973,0
Venezuela,VEN,1974,0
Venezuela,VEN,1975,0
Venezuela,VEN,1976,0
Venezuela,VEN,1977,0
Venezuela,VEN,1978,0
Venezuela,VEN,1979,0
Venezuela,VEN,1980,0
Venezuela,VEN,1981,0
Venezuela,VEN,1982,0
Venezuela,VEN,1983,0
Venezuela,VEN,1984,0
Venezuela,VEN,1985,0
Venezuela,VEN,1986,0
Venezuela,VEN,1987,0
Venezuela,VEN,1988,0
Venezuela,VEN,1989,0
Venezuela,VEN,1990,0
Venezuela,VEN,1991,0
Venezuela,VEN,1992,0
Venezuela,VEN,1993,0
Venezuela,VEN,1994,0
Venezuela,VEN,1995,0
Venezuela,VEN,1996,0
Venezuela,VEN,1997,0
Venezuela,VEN,1998,0
Venezuela,VEN,1999,0
Venezuela,VEN,2000,0
Venezuela,VEN,2001,0
Venezuela,VEN,2002,0
Venezuela,VEN,2003,0
Venezuela,VEN,2004,0
Venezuela,VEN,2005,0
Venezuela,VEN,2006,0
Venezuela,VEN,2007,0
Venezuela,VEN,2008,0
Venezuela,VEN,2009,0
Venezuela,VEN,2010,0
Venezuela,VEN,2011,0
Venezuela,VEN,2012,0
Venezuela,VEN,2013,0
Venezuela,VEN,2014,0
Venezuela,VEN,2015,0.106
Venezuela,VEN,2016,0
Venezuela,VEN,2017,0
Venezuela,VEN,2018,0
Venezuela,VEN,2019,12.84
Vietnam,VNM,1965,0
Vietnam,VNM,1966,0
Vietnam,VNM,1967,0
Vietnam,VNM,1968,0
Vietnam,VNM,1969,0
Vietnam,VNM,1970,0
Vietnam,VNM,1971,0
Vietnam,VNM,1972,0
Vietnam,VNM,1973,0
Vietnam,VNM,1974,0
Vietnam,VNM,1975,0
Vietnam,VNM,1976,0
Vietnam,VNM,1977,0
Vietnam,VNM,1978,0
Vietnam,VNM,1979,0
Vietnam,VNM,1980,0
Vietnam,VNM,1981,0
Vietnam,VNM,1982,0
Vietnam,VNM,1983,0
Vietnam,VNM,1984,0
Vietnam,VNM,1985,0
Vietnam,VNM,1986,0
Vietnam,VNM,1987,0
Vietnam,VNM,1988,0
Vietnam,VNM,1989,0
Vietnam,VNM,1990,0
Vietnam,VNM,1991,0
Vietnam,VNM,1992,0
Vietnam,VNM,1993,0
Vietnam,VNM,1994,0
Vietnam,VNM,1995,0
Vietnam,VNM,1996,0
Vietnam,VNM,1997,0
Vietnam,VNM,1998,0
Vietnam,VNM,1999,0
Vietnam,VNM,2000,0
Vietnam,VNM,2001,0
Vietnam,VNM,2002,0
Vietnam,VNM,2003,0
Vietnam,VNM,2004,0
Vietnam,VNM,2005,0
Vietnam,VNM,2006,0
Vietnam,VNM,2007,0
Vietnam,VNM,2008,0.052
Vietnam,VNM,2009,0.349
Vietnam,VNM,2010,1.206
Vietnam,VNM,2011,1.187
Vietnam,VNM,2012,1.167
Vietnam,VNM,2013,1.944
Vietnam,VNM,2014,1.912
Vietnam,VNM,2015,4.823
Vietnam,VNM,2016,5.634
Vietnam,VNM,2017,7.09
Vietnam,VNM,2018,8.07
Vietnam,VNM,2019,12.602
World,OWID_WRL,1965,0
World,OWID_WRL,1966,0
World,OWID_WRL,1967,0
World,OWID_WRL,1968,0
World,OWID_WRL,1969,0
World,OWID_WRL,1970,0
World,OWID_WRL,1971,0
World,OWID_WRL,1972,0
World,OWID_WRL,1973,0
World,OWID_WRL,1974,0
World,OWID_WRL,1975,0
World,OWID_WRL,1976,0
World,OWID_WRL,1977,0
World,OWID_WRL,1978,0.002
World,OWID_WRL,1979,0.004
World,OWID_WRL,1980,0.007
World,OWID_WRL,1981,0.006
World,OWID_WRL,1982,0.011
World,OWID_WRL,1983,0.019
World,OWID_WRL,1984,0.026
World,OWID_WRL,1985,0.037
World,OWID_WRL,1986,0.078
World,OWID_WRL,1987,0.107
World,OWID_WRL,1988,0.179
World,OWID_WRL,1989,1.405
World,OWID_WRL,1990,1.894
World,OWID_WRL,1991,2.097
World,OWID_WRL,1992,2.391
World,OWID_WRL,1993,2.835
World,OWID_WRL,1994,3.494
World,OWID_WRL,1995,3.995
World,OWID_WRL,1996,4.389
World,OWID_WRL,1997,5.653
World,OWID_WRL,1998,7.39
World,OWID_WRL,1999,9.718
World,OWID_WRL,2000,14.207
World,OWID_WRL,2001,17.026
World,OWID_WRL,2002,22.77
World,OWID_WRL,2003,26.862
World,OWID_WRL,2004,35.661
World,OWID_WRL,2005,42.798
World,OWID_WRL,2006,53.616
World,OWID_WRL,2007,67.627
World,OWID_WRL,2008,85.794
World,OWID_WRL,2009,105.374
World,OWID_WRL,2010,129.868
World,OWID_WRL,2011,162.166
World,OWID_WRL,2012,191.886
World,OWID_WRL,2013,225.743
World,OWID_WRL,2014,246.447
World,OWID_WRL,2015,285.058
World,OWID_WRL,2016,324.717
World,OWID_WRL,2017,377.913
World,OWID_WRL,2018,413.682
World,OWID_WRL,2019,458.944
